4573627,0
9393629,0
9334246,0
1861971,0
5527227,1
9614284,0
1346963,0
6111827,0
1649281,0
3794679,1
2836443,0
5392913,0
3259778,1
3431663,0
6228443,0
6539915,0
1699223,0
1586758,0
5881581,0
6312124,0
8356456,0
6142834,0
9635122,0
9979193,0
3878161,0
6916881,0
8223115,0
9288817,0
4637948,0
4994381,0
4548687,0
8929199,0
4782782,0
8645176,0
1133643,0
9514777,0
9595928,0
7782727,0
1831635,0
7356671,0
6593881,0
6478496,0
5476233,0
7562442,1
4975367,1
8864225,1
1933945,0
5612341,0
1137771,0
3993826,0
5263624,1
4967263,0
8939371,0
3533955,0
1967947,0
2952227,1
9943273,0
4267954,0
7515787,0
2884163,0
4294333,0
3515292,1
6212755,1
2273868,0
9747376,0
7186286,0
2941773,1
4879677,0
5189298,0
3123388,0
6679385,1
2878847,0
4686779,0
6514132,1
5295466,1
7448144,0
8318338,0
4612332,0
6974327,1
8423396,0
5564982,1
5861699,0
3123475,1
8119226,0
7691294,0
3374863,0
6364878,0
4724739,0
5816753,1
4971333,1
7272293,0
5144922,1
3675216,0
8251456,0
1879319,1
2556726,1
2691961,0
7926956,0
2249571,0
9752122,0
1245662,1
1762845,0
4724785,0
4769577,0
7539539,1
1999675,0
6343626,0
4736186,0
8823245,1
6213312,0
6621257,0
8587583,0
2797677,0
7533777,1
1169788,0
4957952,0
2629372,0
3631925,0
4715634,0
9836996,0
9917119,0
7753287,1
4351936,0
7911429,0
8913812,0
7255261,1
1981866,0
1857182,0
4623732,0
6688563,0
5215459,1
3862991,0
7135132,1
4548197,0
9361473,0
4491747,0
4488586,0
1695354,0
8482363,0
4715136,0
7582579,0
4895811,0
7232731,1
8235563,1
7435739,1
1863875,0
3768525,0
6112864,0
2958269,1
4783659,1
1525288,0
9452525,0
8618921,0
8191287,0
4747548,0
2982167,0
8298788,0
2542256,1
8288297,0
3184472,1
8211765,0
6523515,1
8263698,0
5326198,0
4351297,1
2482651,1
6486994,0
8464614,0
9565969,0
5761198,0
8544958,0
7543982,1
5914218,0
4485152,0
2972521,0
2792167,0
4123811,0
6692133,0
2625251,0
5571212,1
5553459,0
5416542,0
2996717,0
6636661,0
8399283,0
3727293,0
5625841,0
3676988,0
1363121,0
2541424,0
3982298,0
3883345,0
2621685,0
2573386,1
7947812,0
6415991,0
9572464,0
3333221,0
4824938,0
8895665,0
5732287,0
8987697,0
7136817,1
3932275,1
8499494,0
6942242,0
6589632,1
5297249,0
7439782,1
7885284,0
9611211,0
1487519,0
9742541,0
6288834,0
7986297,0
7734528,1
5513263,0
5151616,0
1981962,0
4539623,0
2634758,0
2166984,0
4679677,0
2682823,0
8587425,0
7424293,0
5426349,0
8528571,1
7325777,1
9723564,1
8636125,0
2958338,1
6996789,0
9752252,1
8137328,0
8673417,0
3127165,0
9515535,0
9975379,1
4283234,0
3642291,0
7987419,0
2387275,1
5897167,0
7733466,1
9434361,0
6211356,0
7351851,0
8229572,1
5946621,1
8833967,0
7156379,0
9821237,0
4126541,1
9529967,0
5774367,1
9518423,0
8137393,0
3118686,0
4815171,0
6252493,0
5151124,1
4748837,0
6523435,0
9662973,0
4171386,1
3469831,0
7946475,0
1457577,0
4597973,0
4259348,0
6515475,0
2141776,0
2113538,0
2243179,0
3614675,1
9668438,0
5897723,1
8993659,0
8546482,1
3353449,0
8573958,0
4878192,0
7678372,1
5811452,0
6174267,0
4213892,0
9937193,0
8886743,1
1193864,0
9926663,0
9844586,0
3242272,1
5421213,0
5978566,0
5447127,1
1969134,0
7436247,1
5461786,0
3957251,0
3345992,0
8772258,1
9513646,0
3193838,0
8517348,0
6772732,0
1139634,0
7876397,1
3144481,0
5537962,1
7488971,0
9237875,0
7131978,1
8687747,0
4555772,1
2429425,0
5566716,0
9167838,1
3955319,0
6377563,0
6769885,0
2934981,0
6553144,0
5927522,1
6994745,0
9946593,0
6633429,0
9871635,0
7655858,0
8121747,0
3967877,1
3186564,0
2564316,0
8848996,0
7292753,1
7191484,0
9566372,1
7591976,0
6894863,0
2852161,1
8135857,0
1722844,0
9187934,1
8985378,0
3318899,0
5635565,0
1799556,0
1772669,0
5423563,1
8185745,0
6177483,0
7326597,1
3315335,0
4875897,0
9316347,1
3392914,0
1475349,1
5575941,0
3361492,0
3176774,1
7462771,0
4282861,0
2683358,0
1631785,0
7714648,0
6966284,0
3657638,1
9219413,0
6893355,0
8941542,0
6482138,0
4156371,0
7824494,0
8967139,1
9317752,0
5412783,1
6285447,1
7326713,1
6753438,1
7351367,1
4878628,0
4538766,0
5284146,0
5995951,0
9776476,0
2442128,0
2761652,0
6489955,0
5266619,0
7136116,1
1338463,0
8266925,0
1667937,1
3174936,0
9151446,0
7316159,0
8367219,0
3237243,0
6326515,1
5116772,0
2171937,0
8291446,0
8537155,0
9422917,0
7833594,1
9369799,0
1724343,0
2686721,0
3392688,0
4152917,0
6426971,0
6484277,0
5436298,0
3672563,0
4643963,0
2837938,1
3983988,0
9766714,0
1829255,1
3116991,0
7635973,1
4836244,0
6486748,0
6696918,0
8237185,0
4226975,0
8764335,0
5818783,1
2532321,0
8562151,1
6417336,1
1123192,0
5846264,0
2428383,0
1695814,0
8532936,0
1764578,0
2662275,1
7571425,0
6484695,0
5871321,1
3936238,0
9454836,0
4539473,0
5275633,1
8386427,1
1699665,0
5966874,0
7979361,1
5314131,0
3917828,0
9974424,0
2274197,0
7533792,1
8141419,0
5382564,0
4184424,0
7279972,0
3941333,0
8846824,0
9629743,1
9832484,0
7822476,0
5454845,0
2699829,0
4153135,0
7465921,0
5539732,1
8587759,0
1184156,0
4333497,1
7377565,0
3615653,0
5461493,0
9286914,0
3395448,0
2971248,0
2374138,0
5823214,0
4253798,0
6269761,0
6352444,0
6549572,1
7678213,0
8796844,0
9481145,0
1141185,0
4455374,0
9714752,0
3713482,1
9423384,0
3667733,1
6112243,0
8545295,1
1784277,0
4893512,0
6884961,0
1978122,0
4376593,0
3572396,1
8382312,0
5286645,0
9412183,0
9737981,0
9959651,0
1392315,0
3871292,0
2479313,1
4312119,0
6829415,0
6272639,0
6723759,1
4128363,0
1335265,1
8994869,0
5438947,0
5596527,1
7992674,0
2295576,1
6397917,1
5584426,1
2347142,0
7347318,0
2536676,0
5169619,0
4551672,1
6237464,0
7858744,0
7539579,1
4276779,0
5662262,0
6529361,0
7621879,0
8891715,0
9581818,0
2661665,0
4813194,0
2459237,1
6429975,0
4386938,0
5921885,0
6171373,1
3488739,0
1852297,0
7612731,0
5664954,0
9181619,0
2646775,0
4247541,0
6143542,0
7534813,1
1246859,0
4835236,0
5221342,0
6282592,0
4935656,0
3884563,0
9717462,0
1159265,1
5115544,0
4534228,0
7177726,0
6155998,0
1115156,0
1397245,1
4358716,0
8215678,1
2713863,1
2472217,0
4635742,0
1485631,0
7184539,0
3556237,0
5264364,0
9333375,0
7136277,1
1293849,0
9546695,0
8797145,0
5462554,1
9975298,0
8522773,1
5231312,0
3547477,1
3844287,0
5828795,0
7491599,0
1961597,0
8193775,0
6114966,0
1645626,0
2185976,0
2894799,0
1219838,0
7517656,0
2964147,0
5996664,0
4799899,0
9176535,0
3556569,0
2422162,0
3717141,0
1653182,0
8527473,0
4639187,0
7155793,1
8328929,0
9723418,1
6883624,0
9719571,0
2674377,1
2123126,0
1514562,1
5552771,0
1564791,0
6536447,0
6277883,0
9285768,1
5938816,0
4724929,0
9814491,0
8272955,1
5459762,0
5532643,0
4594924,0
5539582,1
3185375,1
9295461,1
5983119,0
7113625,0
9323472,0
4374558,0
3774142,0
9243887,0
8377493,0
4249224,0
8789454,0
1335574,0
9452462,0
9896913,0
2267789,0
5684979,0
2518957,0
6368394,0
2296273,0
4813188,0
4733997,1
6888182,0
7171156,0
8532311,0
9385747,1
4544699,0
7848854,0
5215674,1
7432531,1
6183812,0
3975569,0
5734112,0
1165394,0
3157588,0
9926497,0
1968889,0
6764919,0
4318166,0
7686474,0
3647931,1
2688954,0
7341135,0
9164371,0
9272319,1
5576245,1
1331972,0
6221971,0
3663279,1
5419363,0
2938218,0
5322122,1
9886164,0
4242751,1
2281164,0
6818972,0
3485618,0
6724881,0
5368853,0
6963834,0
7316225,1
4178667,0
3497378,1
2156434,1
4863935,0
6254859,0
5581837,0
2654596,1
9368968,0
7226374,0
2837759,0
6129632,0
4274234,0
9667773,1
6375991,0
6782222,0
4556311,0
3233345,0
1152944,0
7865867,0
6992378,0
2646269,0
9345977,1
9141541,0
3446943,0
8673427,0
1786657,0
3381288,0
2376411,0
7329981,0
3981124,0
4157957,0
8433498,0
3721227,0
9212743,1
8648972,0
7559174,0
6139418,0
6598898,0
3723676,1
4996747,0
1741145,0
9721265,1
4378425,0
2256422,1
5535534,0
1657917,0
6198255,1
9978379,1
8482225,1
2877994,0
8627211,0
2515672,1
1783253,1
5596489,0
8558553,0
9781425,0
6755495,0
8179488,0
